Column1,Column2,Column3,Sentimento
Mon Sep 27 17:42:08 +0000 2021,[1442545104158404611],"Na agenda de Bolsonaro de  hoje, reclamar da demissão de Alexandre Garcia. Oras, a CNN é uma empresa privada, e não cabe ao presidente palpitar sobre isso. Como é bom viver num país sem desemprego, economia funcionando, pandemia controlada e preços justos nos supermercados.",
Mon Sep 27 17:42:13 +0000 2021,[1442545122793635844],"Bolsonaro sofreu outra derrota na sessão do Congresso. Conseguimos derrubar o veto ao PL de @natbonavides, que proíbe despejos durante a pandemia. O governo deveria garantir direito à moradia, ao invés de deixar milhares desamparados na maior crise sanitária da história recente. https://t.co/DjGb4yCzGz",
Mon Sep 27 17:42:14 +0000 2021,[1442545127432523781],"‘Nothing is so bad that it can’t get worse’, #Brazil’s president #Bolsonaro says about his government so far. He predicts a lot worse if the left wins in 2022. The disaster will be red then.",
Mon Sep 27 17:42:16 +0000 2021,[1442545138987933700],"Diz ele, que foi ministro de Jair Bolsonaro, que sempre enalteceu a ditadura e figuras terríveis como Ustra. Mandetta é infelizmente outro da ""terceira via"" que a gente sabe muito que no fim das contas tendencia ou é conivente com o bolsonarismo. Mais do mesmo.",
Mon Sep 27 17:42:17 +0000 2021,[1442545140841828353],"@brasilcomdoria Queria muito votar no Sérgio Moro ou Dória, mas acho que os dois perderam o timing. Não concordo em muita coisa com o Ciro, mas ele não é Lula nem Bolsonaro. Então vai Ciro mesmo.",
Mon Sep 27 17:42:21 +0000 2021,[1442545156805251073],@pfnery Só mostra que ser purista e intransigente é fácil no discuso. Mas na prática... É isso aí. E tenho certeza que toda vez que o PSOL assumir um cargo do executivo será muito mais pragmático. Ou um Bolsonaro de esquerda.,
Mon Sep 27 17:42:22 +0000 2021,[1442545163818184710],PN acabou com as regalias no Palmeiras e o  Bolsonaro acabou com as regalias no Brasil.  Duas figuras odiadas por parte daqueles que pensam no benefício próprio e não se importam para o melhor da coletividade.,
Mon Sep 27 17:42:31 +0000 2021,[1442545200124071939],@Danielakribely1 @realpfigueiredo @allanldsantos Tá olhando isso é o gov Bolsonaro mostrando q traficantes de drogas não tem vida fácil nesse governo em 2.8 anos se apreendeu mais drogas q em 8 do fhc 14 do pt e 2 do mdb são milhões e milhões de kgs de dr,
Mon Sep 27 17:42:37 +0000 2021,[1442545224430104580],"A única coisa que me faz continuar vivo é que possivelmente o Lula vença as eleições ano que vem, pq se for Bolsonaro de novo eu me mat0 pq não aguento mais    https://t.co/wr1UjumdRq",
Mon Sep 27 17:42:42 +0000 2021,[1442545246349500419],@TSEjusbr isso ñ é propaganda antecipada como vem ocorrendo constantemente? Acesso à internet pública exige que aluno assista a publicidade do governo Bolsonaro @estadao:  https://t.co/GDx81mmKwl,
Mon Sep 27 17:42:45 +0000 2021,[1442545260194721798],A fase de doçura do Pres. Bolsonaro tem muitas explicações.  Uma delas. Alguém duvida que os serviços de inteligência das Forças Armadas tiveram acessos ao banco de dados da CPI e adiantaram o quadro tenebroso?  Melhor um recuo tático.,
Mon Sep 27 17:42:46 +0000 2021,[1442545262161903618],José Simão: Eduardo Bolsonaro promete matar a Covid no tiro https://t.co/vIi8yuOuRO via @YouTube Mil dias de terror Bolsoasnista. Impeachment já senão Lulla quadrilheiro volta. Alessandro Vieira é a terceira via.,
Mon Sep 27 17:42:46 +0000 2021,[1442545263676121094],"Presidente da CPI do Circo, Omar Aziz, confirma o obvio, Presidente Bolsonaro não é Corrupto!!! https:/ https://t.co/z6qCZiDx37 Aziz acrescentou que há “indícios fortíssimos” de que houve busca de vantagens na negociação de vacinas, *mas ressaltou que até agora as suspeitas de...",
Mon Sep 27 17:42:56 +0000 2021,[1442545306323718147],"@MarinaSilva Marina Silva, você, certamente, não estar falando do Brasil e muito menos do nosso querido presidente BOLSONARO. #BolsonaroPresidenteAte2026  #BolsonaroOrgulhoDoBrasil https://t.co/RfxekDlwfA",
Mon Sep 27 17:43:11 +0000 2021,[1442545366063321105],"@MarinaSilva Estamos vivendo dias, onde Bolsonaro conseguiu nos mostrar quem eram os políticos trambiqueiros e corruptos. Estão iguais crianças quando lhes tiram o doce da boca: aos gritos e berros. No caso destes, ele acabou com a ladroagem e propinas. #",
Mon Sep 27 17:43:14 +0000 2021,[1442545380978266117],#Brasil #RiodeJaneiro #Bolsonaro #BolsonaroGenocida #BolsonaroVergonhaDoBrasil #ForaBolsonaro #CPIdaPandemia #ForaBolsonaroGenocida #1000Diasdementiras,
Mon Sep 27 17:43:15 +0000 2021,[1442545382957875201],"Inacreditável! Mulher de Eduardo Bolsonaro ""ostenta"" no Instagram a infecção tripla dela, do marido e da bebê! Isso mesmo, da bebê deles!!!  Não bastando isso, faz propaganda de tratamento sem comprovação científica. Eu não acredito que estejam infectados.  #1000Diasdementiras https://t.co/j7ndUi0lIU",
Mon Sep 27 17:43:20 +0000 2021,[1442545403963060225],@Wave2285 @FabioClickTime Primeira Via:Bolsonaro... Segunda Via: Jair....  Terceira Via: Messias... Qualquer deles que ganhe o Brasil estará em ótimas mãos!,
Mon Sep 27 17:43:27 +0000 2021,[1442545436158537732],"O PSL (ex-partido do presidente Jair Bolsonaro) declarou, entre 2019 e 2021, despesas de R$ 57,6 milhões com o Instituto de Inovação e Governança, presidido por Luciano Bivar, que também preside o partido.",
Mon Sep 27 17:43:29 +0000 2021,[1442545441980157955],"1000 dias do governo Bolsonaro. E nunca se viu uma coisa tão grotesca: fome, miséria, desigualdade, genocídio, sabotagem generalizada, entreguismo, corrupção, violência, obscurantismo, barbárie, mamata a não querer mais. A notícia boa é que só faltam 461 dias para Lula voltar.",
Mon Sep 27 17:43:30 +0000 2021,[1442545448410132482],"TSE julgará ação que pode cassar a chapa Bolsonaro-Mourão em outubro e ministros dizem que provas são ""material forte"" https://t.co/3L6fVScjPv",
Mon Sep 27 17:43:33 +0000 2021,[1442545459839442950],#Brasil #RiodeJaneiro #Bolsonaro #BolsonaroGenocida #BolsonaroVergonhaDoBrasil #ForaBolsonaro #CPIdaPandemia #ForaBolsonaroGenocida #1000Diasdementiras,
Mon Sep 27 17:43:36 +0000 2021,[1442545471101104135],"@cirogomes O Sr. vai perder mais uma vez a eleição pra presidente por essa postura traidora e desleal com Lula é a esquerda verdadeira, Bolsonaro ganhou a eleição por conta dessa disseminação de ódio contra Lula e o PT, você vai acbar no segundo turno, em",
Mon Sep 27 17:43:38 +0000 2021,[1442545482568372226],"@bernardokuster2 João Bosta já iniciou a campanha para as eleições de 2022? E isso tá liberado?  Se fosse Bolsonaro, já estariam pedindo a cassação de por conta disso.",
Mon Sep 27 17:43:41 +0000 2021,[1442545494429896708],"Enquanto vocês vivem em seus chiqueiros defendendo os porcos o Brasil segue limpo, 1.000 dias de progresso n País, só não digo ordem porque essas depende do judiciário que vocês emporcalham!. Bolsonaro tinha passar 30 anos a frente desse Pais para limpar a merda que vcs deixaram.",
Mon Sep 27 17:43:48 +0000 2021,[1442545523026628608],"@tdmaoinvisivel Se o PT for pra disputa com o Bolsonaro, vai dar Lula, e vai ser no primeiro turno. Só discorda disso quem vive dentro de uma bolha. Vou ficar um pouco puta, mas vai ser muito bom ver ancap chorando no twitter falando de voto impresso.",
Mon Sep 27 17:43:50 +0000 2021,[1442545532921004033],"Esses tios do Wpp esperavam que o Lula fosse o Bolsonaro vermelho nos anos 2000, como ele foi totalmente diferente disso, eles se consideram traídos e enganados ''pela corrupção'', perderam a esperança ''na revolução'' e agora apostaram no autoritarismo bolsonarista.",
Mon Sep 27 17:43:54 +0000 2021,[1442545548087676930],Nao vi Bolsonaro emitindo qualquer opiniao sobre São Paulo. Só via ele falando do Tarcisio que depois falou que nao queria Sao Paulo. Só isso.  Acho precipitado ficar jogando mais uma no colo do capitao.,
Mon Sep 27 17:43:56 +0000 2021,[1442545555943481344],"@BoniCoverRei @jairbolsonaro Vc ganhou muito dinheiro com a ascensão do Bolsonaro. Sem ele, vc estaria tocando em puteiro beira de estrada a troco de Marmitex seu ingrato dos infernos!  Se impõe na sua carreira musical! Vai viver do que acha que sabe faze",
Mon Sep 27 17:43:58 +0000 2021,[1442545565590454274],"E vocês no tempo do feat com a Madona pedindo patrocínio até pro Bolsonaro e foram todos negados…. Samsung mesmo chutou vocês diversas vezes quando foi pedida, memória curta baby?",
Mon Sep 27 17:44:00 +0000 2021,[1442545572037251075],"Se nao a do Brasil, que bandeira deveremos levantar? A do Flamengo akkkkkkkkkk Mas n devemos achar que a bandeira representa o Bolsonaro e muito menos q ele representa nossa bandeira!",
Mon Sep 27 17:44:20 +0000 2021,[1442545658569924615],VETO DERRUBADO! Derrubamos o veto de Bolsonaro ao projeto da @natbonavides que impede despejos durante a pandemia da Covid-19. O direito à moradia precisa ser humanizado e não deixaríamos um veto desse prosperar.,
Mon Sep 27 17:44:24 +0000 2021,[1442545671802957828],"@tuca_nos @DeLucas8201 @RicaPerrone Como o Cirao vai lidar com vacinas se nem e presidente !? Agora não entendo nego ser contra Bolsonaro e apoiar Ciro: fala um monte bobagem, se for questionado ele sempre sai dizendo que trabalha para oposição, da murro ",
Mon Sep 27 17:44:28 +0000 2021,[1442545692103385090],Jair Bolsonaro: Presidente de Brasil ante las Naciones Unidas.   No apoya el pasaporte sanitario y deja bien en claro su postura en las vacunas. https://t.co/0cf9lt1393,
Mon Sep 27 17:44:32 +0000 2021,[1442545708213555202],"Se a gente fosse depender do Bolsonaro na pandemia já teríamos mais de 1 milhão de mortes pela COVID com essa política de imunidade de rebanho dele e da ideia de que ""pegar a doença é melhor que se vacinar"".... aaaafff",
Mon Sep 27 17:44:38 +0000 2021,[1442545730917478401],Bolsonaro prefere ver o povo brasileiro passar fome que aprovar uma política de incentivo a produção da agricultura familiar camponesa como o PL 823. #DerrubaVetoPL823 #PL823ContraFome https://t.co/ENotkocUTo,
Mon Sep 27 17:44:39 +0000 2021,[1442545737850568705],"Não sou eleitor do Bolsonaro,mas nessa fala dele, senti muita sinceridade e vontade de resolver os problemas do país.",
Mon Sep 27 17:44:45 +0000 2021,[1442545760134914049],"Se isso fizer com a imprensa e os demais interessados se unam por um bem maior como aconteceu lá, se isso fizer com que a derrota de Bolsonaro seja vexatória tal qual foi lá, eu acho ótimo. Só assim não volta mais.",
Mon Sep 27 17:44:46 +0000 2021,[1442545766917156866],"Fora Bolsonaro Genocida cagão ignóbil corrupto falsificador corno frouxo arregão miliciano...  Fora todos os  ""cidadãos de bens"" que apoiam o cagão...  O sangue dos mais de 590.000 mortes pela Covid estão na sua mãos.... https://t.co/5Tw6SIyNVU",
Mon Sep 27 17:44:49 +0000 2021,[1442545778757672965],"TSE estuda mandar a plenário, em até um mês ação que pede a cassação da chapa do #BolsonaroGenocida - Morrão por impulsionamento ilegal de mensagens em massa pelo WhatsApp",
Mon Sep 27 17:44:49 +0000 2021,[1442545780477370376],"Saudade de um governo social né Brazeell?  Deputados votam para derrubar veto de Bolsonaro e, com isso, suspender despejos na pandemia | Política | G1 https://t.co/LDj4BFOa8W",
Mon Sep 27 17:44:49 +0000 2021,[1442545780712112130],"Na campanha se falava muito de doutrinação e de TV Lula, mas quando Bolsonaro chegou no poder apenas se apropriou da estrutura para fazer o que o petismo fazia, só que com sua cara. É o maior estelionatário que o Brasil já viu. https://t.co/ehwG3MdNrd",
Mon Sep 27 17:44:55 +0000 2021,[1442545803327901703],"@fabifbbr @auricope Não vejo a hora de ver realizado a frase: Se Bolsonaro ganhar, nos artistas da Globo vamos nos prostituir pada viver."" Eu acho que será ser antes das ELEIÇÕES.",
Mon Sep 27 17:44:58 +0000 2021,[1442545816959287303],"Bolsonaro diz que Forças Armadas não cumpririam suas eventuais ordens absurdas https://t.co/ScKLuzX7os. Mas presidente, então o senhor acredita nessa possibilidade da incerteza da dúvida?",
Mon Sep 27 17:45:00 +0000 2021,[1442545824328732676],"@tdmaoinvisivel Se o PT for pra disputa com o Bolsonaro, vai dar Lula, e vai ser no primeiro turno. Só discorda disso quem vive dentro de uma bolha. Vou ficar um pouco puto, mas vai ser muito bom ver ancap chorando no twitter falando de voto impresso.",
Mon Sep 27 17:45:00 +0000 2021,[1442545825570299904],"OPINIÃO: ""Se a economia brasileira avançar até 2022, oposição não terá a menor chance contra Bolsonaro"". l @alertatotal   https://t.co/XomzUisQOT",
Mon Sep 27 17:45:08 +0000 2021,[1442545858680082433],"Nos 1000 dias de governo, o Ministério da Saúde diz que fez a maior campanha de vacinação da história. Fake news, propina, negar oferta de vacina e atrasar a campanha de vacinação: foi essa a contribuição de Bolsonaro, um desserviço ao SUS! #TaTudoCaroCulpaDoBolsonaro",
Mon Sep 27 17:45:12 +0000 2021,[1442545876820316166],,
Mon Sep 27 17:45:22 +0000 2021,[1442545915408027650],"ELEITOR  Ou você APRENDE a VOTAR para PRESIDENTE, SENADOR, DEPUTADO e GOVERNADOR em pessoa que seja PROGRESSITA/ESQUERDA ou vai continuar sendo FERRADO!!!!! Votar errado MATA!!!! Fica a dica!!! #ForaBolsonaroGenocidaeCorrupto  #TaCaroCulpaDoBolsonaro",
Mon Sep 27 17:45:31 +0000 2021,[1442545956801560587],@AlexMilani9 @IsaPortillo14 @o_antagonista Vc entendeu minha resposta né?Eu não critiquei ! A minha resposta foi a Isso Massa que veio com aquela conversa fiada que tudo é culpa do PT!O governo Dilma não foi perfeito!Mas o governo Bolsonaro tá conseguindo,
Mon Sep 27 17:45:34 +0000 2021,[1442545968881168384],A grande batalha da extrema-direita vai acontecer aqui no br. O bannon ja deixou isso bem claro quando disse que o Lula é o inimigo a ser derrotado. Eles estão perdendo o folego e uma nova vitoria do Bolsonaro ajudaria a reorganizar a extrema-direita mundial. Outra coisa que,
Mon Sep 27 17:45:36 +0000 2021,[1442545975239880712],,
Mon Sep 27 17:45:39 +0000 2021,[1442545987491401730],@jandira_feghali ONU agora fala o que Bolsonaro avisou há 1 ano e meio atrás. MITO avisou . . . agora vcs querem coloacr a culpa nele ???????? https://t.co/zdKokmWGUk,
Mon Sep 27 17:45:40 +0000 2021,[1442545992881029123],"Hoje completam mil dias de governo Bolsonaro e estou tentado lembrar alguma coisa que esse governo tenha feito para melhora a vida das pessoas. A realidade é que são mais de 14,4 milhões de desempregados. Trinta e três milhões entre desempregados, subempregados e desalentados.",
Mon Sep 27 17:45:41 +0000 2021,[1442545997519876097],"@terrence_mccoy So what? What we want is not necessary what the President does. If he had listened to me, Deltan would be the PGR and Moro was a Justice at STF. And J. Paschoal would be his Vice President. I voted for Bolsonaro and I trust him completely ",
Mon Sep 27 17:45:42 +0000 2021,[1442545999935938563],Un polémico ensayo clínico y la ocultación de fallecidos  Cómo los medicamentos sin eficacia contra el covid-19 salpican al Gobierno de Bolsonaro https://t.co/FUOc4EWNyB,
Mon Sep 27 17:45:43 +0000 2021,[1442546005879050246],"TSE julgará ação que pode cassar a chapa Bolsonaro-Mourão em outubro e ministros dizem que provas são ""material forte"" https://t.co/89t8dTF6jY",
Mon Sep 27 17:45:45 +0000 2021,[1442546014385283074],"Ah, que o congressinho vai ter resposta no ano que vem... AGUARDEM!  Congresso analisa 36 vetos de Bolsonaro nesta segunda-feira Comissão mista vai apreciar os atos presidenciais.  https://t.co/1q925CrLAj",
Mon Sep 27 17:45:48 +0000 2021,[1442546025110163460],@MarceloFreixo Os candidatos da terceira via aproveitam as mentiras consolidadas na campanha de Bolsonaro para afastar Lula da disputa e Bolsonaro dá entrevistas à Veja e hoje ao execrável Augusto Nunes. Entrevistas tendenciosas  sem arqugmentação contrad,
Mon Sep 27 17:45:52 +0000 2021,[1442546041132359688],"Fora Bolsonaro Genocida cagão ignóbil corrupto falsificador corno frouxo arregão miliciano...  Fora todos os  ""cidadãos de bens"" que apoiam o cagão...  O sangue dos mais de 590.000 mortes pela Covid estão na sua mãos.... https://t.co/2uHghWTJAa",
Mon Sep 27 17:45:52 +0000 2021,[1442546044311687169],"@revistaforum Inacreditável é vocês acreditarem nesta mentira, tanto banana Dudu Bananinha tanto a esposa não estão de covid-19 o teste ""positivo"" não existe e é para promover o ""kit covid"". Vamos falar de: Bolsonaro é corrupto, Bolsonaro é ladrão de vaci",
Mon Sep 27 17:46:12 +0000 2021,[1442546126368948232],"@LnguaDeTrapo1 @rafaellalleafar @canhoteiros @cirogomes O Ciro não tem alternativa para chegar ao 2° turno a não ser bater e bater forte no Lula/PT, se não o fizer não faz sentido ficar batendo no Bolsonaro e mostrando que é igual ao Lula, dois corpos não",
Mon Sep 27 17:46:13 +0000 2021,[1442546130059857924],@billyLima62SA @wdiascruz @DirSegueDir @FATIMAC75843178 @mineiro1brasil @alvesmimar3 @mello65440 @OInconformado3 @JHenriqueFonsec @_rosy_38 @MarcuseJe @GilBolsonaro @MarquesToalinha @verdeamarelou @VemBrasilsdv @Mrlyrio Vamos seguir uns aos outros em apoi,
Mon Sep 27 17:46:16 +0000 2021,[1442546144710701060],"A Faria Lima inventou essa história de 3a via, um bolsonarismo sem o Bozo: as mesmas ideias conservadoras, a mesma política neoliberal, com uma carinha simpát8xa e modos à mesa. #TaCaroCulpaDoBolsonaro",
Mon Sep 27 17:46:21 +0000 2021,[1442546164176465921],"@taliriapetrone @natbonavides O governo Bolsonaro, além de golpista e genocidas! É CADA DIA MAIS DESUMANO! Ainda bem que conseguiram derrotar e não desistam! BRASILEIROS TEM ORGULHO DE VC E OUTROS @taliriapetrone",
Mon Sep 27 17:46:21 +0000 2021,[1442546165178937349],"@jcbgneto @Tsavkko Ah sim, ele é um miliciano!!! Igualzinho a  família presidencial. Deve ser por isso que que ele nunca votou ou apoiou o Bolsonaro. Vcs são loucos. De esquerda é só o Loola e o Biden. O resto é miliciano. E eu gostaria de saber que coleç",
Mon Sep 27 17:46:26 +0000 2021,[1442546183445041158],"O presidente Bolsonaro disse que o dólar e o preço da gasolina não estão altos  ""por maldade do governo"".  Por maldade pode não ser. Mas por ruindade é.",
Mon Sep 27 17:46:27 +0000 2021,[1442546188763361285],"@cotore Um dia este Kim Paim apareceu aqui que estava me seguindo, fui ver o perfil e JURAVA que era um de sátira com o Kim Kataguiri... nunca tinha ouvido falar. Achei que era de zueira.  No mesmo dia fiz um post criticando o Bolsonaro, e ele deu unfollo",
Mon Sep 27 17:46:30 +0000 2021,[1442546201828761604],"@Karol49588720 @IsaPortillo14 @o_antagonista Entendi, concordo que Bolsonaro está conseguindo ser pior que o de Dilma, coisa que achei que seria difícil.",
Mon Sep 27 17:46:32 +0000 2021,[1442546212104818690],"Evidente que entendo críticas e limitações do PT ao momento em que vivemos, mas, faltando um ano para o pleito de 2022 (sim, não acredito mais que teremos impeachment), não vejo como não escolher Lula como forma de lidar com os efeitos de Bolsonaro...",
Mon Sep 27 17:46:34 +0000 2021,[1442546217968226309],"A questão é: Lula não vai voltar o Brasil ao que já foi um dia, não vai se livrar de todas as muitas contradições, mas Lula é o cara para nos livrarmos do que mais precisamos nos livrar hoje: Bolsonaro. Mesmo que fiquem os milicos, pois sempre estiveram.",
Mon Sep 27 17:46:40 +0000 2021,[1442546245772455939],"@AlemaoWD @sereifranco @laricissa @igorpsantos27 @Juka_Balla @MarceloMdpr15 @Amplificador_ @MiriamM48667634 @SamPancher Você é tão intelectual que votou em Bolsonaro, faça-me o favor e vá tomar no centro do olho do seu CU",
Mon Sep 27 17:46:42 +0000 2021,[1442546253448032256],@jlcruzerao @jacas34 @MarizMarcella @folha @OmarAzizSenador @MPF_PGR A inflação e desemprego com milhões na pobreza para vc também é culpa do Bolsonaro. Com certeza,
Mon Sep 27 17:46:45 +0000 2021,[1442546263942123523],Un polémico ensayo clínico y la ocultación de fallecidos: cómo los medicamentos sin eficacia contra el covid-19 salpican al Gobierno de Bolsonaro - RT https://t.co/ORaE1kLdOo,
Mon Sep 27 17:46:45 +0000 2021,[1442546264818819075],@MaRo92084115 @direitasiqueira Vc achou pouco todo o sufoco do golpe de 2016. O PT pode até relativizar o Golpe do seu Vice Temer... Mas o PT não aprende nunca!!! E eu cansei de um partido que entregou o país para Bolsonaro!,
Mon Sep 27 17:46:53 +0000 2021,[1442546300491157504],"@GeanLoureiro É apropriação desonesta sim de um projeto de iniciativa local da vereadora @carlaayres. A mesma desonestidade de Bolsonaro feita sobre o auxílio emergencial de R$600, uma conquista das esquerdas contra a proposta miserável de R$ 200 do Guede",
Mon Sep 27 17:46:59 +0000 2021,[1442546322473553920],"@Doroth06699341 @jandira_feghali Bolsonaro aumentou o repasse aos deputados para valores astronômicos jamais vistos em uma democracia saudável. Onde que isso é lutar contra ""aqueles que viviam do toma lá dá cá na política""?",
Mon Sep 27 17:47:03 +0000 2021,[1442546339229757440],"É absurdo que Bolsonaro esteja utilizando o serviço de wi-fi público para obrigar estudantes, professores e moradores a assistir vídeos publicitários do governo. A internet pública não pode ser instrumento de campanha política!  https://t.co/JfzI0uezBt",
Mon Sep 27 17:47:07 +0000 2021,[1442546359446368262],"O gesto de Queiroga não foi para os norte-americanos ou brasileiros que protestavam contra ele, foi para toda a população brasileira que aqui reside e um reflexo do machismo tóxico do governo de Jair Bolsonaro. Artigo para o @brasil247   https://t.co/hpIVn9NlLP",
Mon Sep 27 17:47:08 +0000 2021,[1442546360117567488],"@dannthirteen @exterminatorsrn @caramelo_angela @RicaPerrone Obs: mesmo a retratasse algum defeito do Ciro, a pergunta é: isso muda algo sobre a forma q Bolsonaro trata o povo brasileiro? Militante é bicho doentio, a gente fala do erro de um, ele pega um ",
Mon Sep 27 17:47:11 +0000 2021,[1442546373115760642],"Câmara derruba 7 vetos de Bolsonaro, incluindo à proibição de despejos na pandemia  #CâmaradosDeputados #Congresso #Coronavírus #Imóveis #JairBolsonaro #Justiça #Politica   https://t.co/g6Jrdbm9fF",
Mon Sep 27 17:47:14 +0000 2021,[1442546384884830214],"@DCM_online Agiotagem, Sonegação, Contrabando: O que a ABIN diz sobre documento produzido com 15 páginas sobre Luciano Hang, em junho de 2020, p alertar o Planalto sobre riscos da proximidade publica de Bolsonaro com o dono da Havan? (Correio Brasiliense)",
Mon Sep 27 17:47:15 +0000 2021,[1442546391537102860],"Fora Bolsonaro Genocida cagão ignóbil corrupto falsificador corno frouxo arregão miliciano...  Fora todos os  ""cidadãos de bens"" que apoiam o cagão...  O sangue dos mais de 590.000 mortes pela Covid estão na sua mãos.... https://t.co/MWg0FFxg49",
Mon Sep 27 17:47:23 +0000 2021,[1442546423208177665],"Via @UOLNoticias: Uma semana depois de Bolsonaro usar a tribuna da ONU para apresentar sua versão da realidade brasileira, indígenas vão às Nações Unidas para desmentir o chefe-de-estado e denunciar crimes. #EmergênciaIndígena https://t.co/IxaOzfWfQL",
Mon Sep 27 17:47:30 +0000 2021,[1442546454925496323],É péssima pros alemães isso sim.  kkk ...  Jamil Chade - Resultado da eleição na Alemanha é péssima notícia para Bolsonaro https://t.co/Hfm7rc90hx via @UOLNoticias @UOL,
Mon Sep 27 17:47:33 +0000 2021,[1442546465633705986],"Isto que deveria mobilizar a esquerda e dominar a pauta do twitter... mas ficamos aqui discutindo a farsante da @tabataamaralsp o estuprador Nego do Borel, as diatribes do Bolsonaro... FOCO ESQUERDA... Dia 2 tem que ser gigante",
Mon Sep 27 17:47:34 +0000 2021,[1442546472256344064],"@DiazpNati Instalar “agenda” racista en medios, que terminará en arrastre de votos hacia el flojo KKK, tal como ocurrió con Trump o Bolsonaro, trabajo a largo plazo. Que mejor miedo a la gente que el racismo y el “fantasma” de la inmigración? Las fake que",
Mon Sep 27 17:47:38 +0000 2021,[1442546486370258944],"#1000Diasdementiras, de pesadelo, de rachadinha, corrupção e nepotismo, economia destruída, e principalmente INCOMPETÊNCIA em todos os âmbitos do governo federal. Enfim, 1000 dias de (des) governo Bolsonaro.",
Mon Sep 27 17:47:41 +0000 2021,[1442546499473207303],"++TN: Câmara derruba 7 vetos de Bolsonaro, incluindo à proibição de despejos na pandemia -  https://t.co/YYdzKWbl57  _ #CâmaradosDeputados #Congresso #Coronavírus #Imóveis #JairBolsonaro #Justiça #Política #Reuters https://t.co/DcvFkv5esN",
Mon Sep 27 17:47:53 +0000 2021,[1442546552413638658],,
Mon Sep 27 17:47:55 +0000 2021,[1442546559145570304],"@nao_foto @lordthiago @Jubaaluca @igor_3k ???? Mano dar palco pra esses caras aonde.  Esse tipo de gnt já tem palco. C acha q o Eduardo Bolsonaro não já tem palco? A gnt em q ouvir oq eles tem a dizer TB. Ate pq, de cima de um palco, da pra ver e ouvir be",
Mon Sep 27 17:47:59 +0000 2021,[1442546574526009349],"as pessoas precisam saber separar as coisas, a bandeira n é símbolo de ""partido"" de Bolsonaro n gente, a bandeira é um símbolo nacional, É NOSSA... mas isso tbm é culpa desse energúmeno e da educação precária do país q não estimula os senso crítico dos estudantes. FIM DO MUNDO!!!",
Mon Sep 27 17:48:02 +0000 2021,[1442546589277605888],"@JovemPanNews @alertatotal Vai melhorar muito. Com certeza. rs Espera sentado o milagre acontecer. Bolsonaro hj já avisou, nada tão ruim q não possa piorar.  Putz JP cai na realidade, q tristeza.",
Mon Sep 27 17:48:03 +0000 2021,[1442546591601250304],"@greycemartiins @DamazioIzael @Rconstantino 1000 dias do Governo Bolsonaro: Roubalheira, Corrupção, Rachadinha, Laranjal do Clã, 600 mil pessoas mortas da Pandemia de Coronavírus, fome miséria, pobreza,  desemprego, alta dos Juros, inflação 10% ao mês, ga",
Mon Sep 27 17:48:07 +0000 2021,[1442546610085384192],"Foi melhor que o período anterior e podes comprar isto nos feitos dos Gov militares e só foi um pouco melhor do que o de agora, por não ter oposicionistas perturbando a vida e o trabalho dos Pres,como fazem c/Bolsonaro!",
Mon Sep 27 17:48:08 +0000 2021,[1442546612845359106],"“Bolsonaro sempre joga dentro das quatro linhas. Há um script escrito para colocá-lo no papel de golpista”, diz Bolsonaro - Terra Brasil Notícias https://t.co/dsLXL9Ig9J",
Mon Sep 27 17:48:09 +0000 2021,[1442546617446449157],@RubenRo37872784 @_mc_fly85 @Cristin15397362 @pauloeneas Se Lula voltar em 2022. A culpa vai ser exclusivamente do Bolsonaro. E ele perdeu o argumento de criticar as eleições ano que vem...,
Mon Sep 27 17:48:14 +0000 2021,[1442546639881707522],"¿Cómo podría un país, con la #Democracia restablecida, elegir a una persona como #Bolsonaro para la presidencia de la república? ¿Cómo se mantiene en esa posición?  @ubiraci_ramos @maperezpirela @krupskaya_ny @atilioboron @prof_yurbe @Reylope13 @enixa_ashe https://t.co/1G7OSzpqKg",
Mon Sep 27 17:48:16 +0000 2021,[1442546648761122817],@ConservadorPr @BruMarquezine Manda Bolsonaro contrata uma pessoa pra dá uma facada nele única forma dele canha às eleições de novo ! #BolsonaroGenocida,
Mon Sep 27 17:48:19 +0000 2021,[1442546658957533184],"Fora Bolsonaro Genocida cagão ignóbil corrupto falsificador corno frouxo arregão miliciano...  Fora todos os  ""cidadãos de bens"" que apoiam o cagão...  O sangue dos mais de 590.000 mortes pela Covid estão na sua mãos.... https://t.co/JSvFJHTakh",
Mon Sep 27 17:48:19 +0000 2021,[1442546658810679298],"Isso aqui é inadmissível. Não é pq o Lula tá prometendo fazer pior, que o Bolsonaro tem o direito de cometer um crime desses.",
Mon Sep 27 17:48:24 +0000 2021,[1442546681069854722],"@ivoxavier14 @CNNBrasil Com novo código eleitoral feito sob mandato de Arthur Lira, o presidente da câmara do Bolsonaro. Agora após aumento de 100% da verba eleitoral, os gastos dos partidos poderão ir além da campanha, poderão gastar com o que decidirem,",
Mon Sep 27 17:48:27 +0000 2021,[1442546693334085632],"Vc sabia? Bolsonaro não explicou a farra do leite condensado a ainda xingou a mídia, como se fosse a mídia que tivesse comprado 395g do produto por R$ 162,00   https://t.co/407Xugv76Q",
